BCHAIN-ATRCT,BCHAIN-MWNUS,BCHAIN-DIFF,BCHAIN-MWNTD,BCHAIN-MWTRV,BCHAIN-AVBLS,BCHAIN-ETRAV,BCHAIN-BLCHS,BCHAIN-TOUTV,BCHAIN-NADDU,BCHAIN-NTRBL,BCHAIN-NTREP,BCHAIN-HRATE,BCHAIN-MIREV,BCHAIN-NTRAT,BCHAIN-CPTRA,BCHAIN-TRVOU,BCHAIN-CPTRV,BCHAIN-ETRVU,BCHAIN-TRFUS,BCHAIN-NTRAN,BCHAIN-TRFEE,BCHAIN-TOTBC,BCHAIN-MKTCP,BCHAIN-MKPRU
9.925,10980042,3.369E+11,86425,0,0.693088834,222988.6857,99105.7741,1533463.233,484668,1456.143646,260542,3031276.956,2095396.75,189820174,8.264417972,31572727.71,1.057044497,206063844.5,87410.27951,263562,94.58963263,16117512.5,14894193301,920.4479
10.9,10961809,3.369E+11,93994,0,0.722272794,256692.9019,98980.32503,2588414.223,516009,1578.714286,295214,3165256.048,2134044,189556612,7.422465647,27016866.76,0.961206803,230407548.7,94113.03233,298377,104.849635,16115250,14465048400,893.6210875
10.02,10939859,3.369E+11,99472,0,0.834368741,260588.218,98843.81547,2603895.11,516338,1727.614943,296740,2914045.251,1969902.99,189258235,6.84769147,43734448.34,0.877781716,234505943.3,101146.0443,300605,112.3957332,16112887.5,14500148590,895.798875
12.42,10916410,3.369E+11,100479,0,0.89,295532.82,98698.63,1939717.75,500305,1978.48,295079,2528855.36,1672839.35,188957630,5.85,51289482.24,0.67,259176379.5,95262.66,298751,108.62,16110712.5,14128772648,874.99
15.14,10893168,3.369E+11,84793,0,0.9,323187.11,98563.56,2310740.48,502461,1852.51,288284,2646087.06,1808883.98,188658879,6.43,66791560.4,0.64,292157921.6,98890.22,292697,109.39,16108837.5,14562228012,903.84
12.6,10871791,3.369E+11,68151,0,0.75,249414.31,98421.32,2087940.54,473646,1583.66,264758,2830308.31,1769358.15,188366182,6.87,22109924.9,0.88,207038818.9,86033.8,267640,103.64,16106862.5,13370306561,830.5
7,10853500,3.369E+11,65487,0,0.67,193769.24,98293.16,1725125.55,417278,1413.16,232132,2796813.54,1716577.7,188098542,7.54,15757955.97,1.11,159034173.1,67484.78,235999,82.22,16104750,13217812515,822.2
6.83,10837759,3.369E+11,75413,0,0.74,189694.96,98180.09,1500321.71,446468,1408.54,238971,2880550.47,1759417.39,187862543,7.52,27475928.3,1.17,154658301.4,70814.23,242269,86.85,16102662.5,13128500736,817.91
8.98,10818540,3.369E+11,83776,0,0.84,310296.05,98052.33,2386792.84,466560,1822.17,271629,2528855.36,1577154.54,187620274,5.97,55509952.11,0.63,256962365,81080.01,275149,97.9,16100512.5,13333156412,826.29
8.5,10795676,3.369E+11,90749,0,0.8,394742.84,97925.26,3589294.9,483077,1721.13,294259,2897297.86,1750688.22,187345125,6.12,76636270.25,0.57,317369300.9,85509.46,297756,106.35,16098637.5,12943143564,803.37
15.27,10772741,3.369E+11,91277,0,0.92,495840.25,97786.37,3980330.05,491692,1980.77,299020,2562350.13,1522759.63,187047369,5.24,131253668.4,0.4,389299060.5,87793.92,303058,111.82,16096487.5,12637835231,785.22
10.71,10751122,3.19489E+11,106154,0,0.95,311898.39,97645.15,2359325.55,541167,2024.29,320848,2679581.83,1842810.36,186744311,5.96,31485218.71,0.67,284257957.8,109311.71,323888,119.94,16094575,14668273764,906.05
10.71,10730121,3.17688E+11,73457,0,0.92,297521.31,97491.6,2095379.05,475571,1984.9,267011,2147763.14,1548900,186420423,6,41076985.16,0.6,267769180.3,91841.33,269947,102.04,16092575,14483317500,894.18
6.63,10709127,3.17688E+11,77135,0,0.81,230638.88,97366.07,1679995.29,455738,1557.49,256862,2637326.79,1915883.44,186150476,7.68,55303632.48,0.94,211475099,83660.1,260101,91.24,16090875,14753884196,908.14
10.43,10691889,3.17688E+11,85527,0,0.98,344066.51,97230.73,2162212.68,503340,2048.33,280726,2195140.26,1583004.57,185890375,5.84,97175659.27,0.53,310258543,96609.39,284719,107.13,16088787.5,14507903240,896.83
11.48,10673581,3.17688E+11,110785,0,0.98,483798.94,97093.49,3100652.3,562749,2151.58,342362,2542572.54,1805295.6,185605656,5.47,134165115.2,0.44,428452344.3,113153.75,346405,127.77,16087062.5,14246702550,883.09
10.91,10654351,3.17688E+11,84073,0,0.98,526684.33,96935.01,2998215.11,495909,2060.72,284086,2210932.64,1773876,185259251,6.43,208498259.8,0.35,524577602.1,114531.97,288501,114.99,16085050,16020709800,994.67
10.69,10632616,3.17688E+11,99910,0,0.98,386434.81,96797.22,2503952.37,545635,2143.92,284086,2432025.91,2308231.5,184970750,7.3,143134274.6,0.54,439183172.1,222453.85,330164,195.73,16083300,18278670450,1126.76
12.34,10609307,3.17688E+11,90471,0,0.9,329964.39,96645.36,1950525.35,515023,1839.41,326689,2589949.67,2141405,184640586,7.41,41550985.51,0.65,340688236.3,121327.72,301664,117.5,16081387.5,16604032594,1023.14
9.81,10584824,3.17688E+11,74048,0,0.94,278211.81,96496.68,1600838.41,529708,1835.51,297650,2526780.16,2060337.5,184338922,7.35,57597031.98,0.75,284471581.6,116470.06,293682,113.9,16079337.5,16441122594,1015.97
10.84,10584824,3.17688E+11,55180,0,0.69,170022.21,96345.45,1084340.88,355324,1157.06,290282,2463610.66,1961202.6,184045240,11.21,33991911.05,1.18,170736309.7,65352.83,180502,65.07,16077350,16144874870,997.72
12.27,10538568,3.17688E+11,88999,0,0.8,215512.42,96236.48,1379308.87,449831,1691.03,176753,2337271.65,1785013.42,183864738,7.43,20372836.66,0.89,207605277.5,79307.68,250273,82.32,16075400,15485593574,959.87
8.5,10513322,3.17688E+11,101271,0,0.87,331471.42,96117.5,2207636.67,496024,1826.86,247437,2479403.03,1880751.85,183614465,6.86,55218054.01,0.62,316213793.6,95701.05,286818,100.31,16073550,15333684494,952.15
14.54,10485871,3.17688E+11,85500,0,0.94,319522.21,95980.64,1781841.82,512156,2030.7,283433,2368856.4,1831153.28,183327647,6.29,49469080.76,0.62,309246380.7,103782.2,304605,107.23,16071587.5,15554725246,963.38
7.66,10456219,3.12083E+11,100068,0,0.86,334220.04,95839.58,2063689.69,514772,1862.15,301119,2589949.67,2011489.19,183023042,6.89,58947752.62,0.64,326666676.6,101994.27,305394,104.35,16069712.5,15706536998,967.48
13.02,10425918,3.10154E+11,92929,0,0.87,345270.85,95697.15,2242009.72,509115,1900.93,301503,2405181.75,1828791.58,182717648,6.45,36349743.36,0.59,322486430.1,92964.04,296546,99.53,16067662.5,15007357452,930.37
13.55,10394132,3.10154E+11,71934,0,0.85,270013.07,95560.39,1513037.04,448557,1724.74,292846,2189332.11,1610869.18,182421102,6.87,30528384.49,0.68,243946016.5,79479.53,244914,87.97,16065712.5,14514728615,897.33
10.29,10364680,3.10154E+11,62997,0,0.64,232569.57,95438.86,1105164.79,353857,1195.29,241536,2574777.9,1867686.25,182176188,9.63,31411463.34,0.92,208080003.1,56026.75,199614,62.62,16063937.5,14372404881,886.9
16.32,10339653,3.10154E+11,85610,0,0.85,223986.76,95330.73,1526634.41,420206,1757.81,195740,2112242.95,1540552.32,181976574,6.67,36632649.45,0.8,200327041.1,74754.32,240820,83.58,16061875,14365259144,891.61
12.77,10314020,3.10154E+11,97297,0,0.88,431035.31,95213.61,2633796.22,522516,2006.55,237189,2343510.43,1720367.4,181735754,5.92,71128607.54,0.46,389259376.1,90748.44,304997,100.48,16060162.5,14503611551,901.31
8.58,10285343,3.10154E+11,101706,0,0.91,384847.08,95078.63,2459189.6,528878,1978.89,300356,2451435.25,1717668.81,181430757,5.72,54177733.57,0.54,331099340,91348.1,314644,106.17,16058262.5,13815565559,860.59
8.78,10256870,3.10154E+11,108609,0,0.96,388618.76,94932.38,2851534.34,540310,2048.28,310432,2451435.25,1659583.37,181116113,5.33,44854043.02,0.54,321107915.4,94960.25,325677,114.92,16056275,13266978907,824.21
10.71,10229895,3.10154E+11,96541,0,0.97,308362.6,94779.11,1939201.33,508908,2148.35,321356,2127660.78,1380945.27,180790436,4.89,19671152.56,0.59,245012593.5,80985.75,296473,101.92,16054287.5,12756094676,793.09
13.84,10202673,3.10154E+11,87993,0,0.91,280515.02,94645.19,1851507.45,508681,1874.02,292493,2343510.43,1511601,180493963,5.56,15301931.73,0.71,221887382.6,82824.88,284852,104.7,16052562.5,12697576938,789.52
9.83,10176271,3.10154E+11,51602,0,0.86,197173.82,94506.06,1411672.89,418498,1672.26,281182,2173914.28,1398471.23,180209111,6.17,10243644.93,0.93,155830419.3,63873.34,235789,80.81,16050675,12685169466,788.4
15.09,10154293,3.10154E+11,86226,0,0.81,233038.68,94384.6,1323237.11,458680,1648.51,232272,2235585.61,1439997.29,179973322,6.26,17068492.25,0.81,184331270.3,64594.99,239034,81.66,16048912.5,12694529298,788.7
17.02,10130285,3.10154E+11,94549,0,0.96,307291.63,94266.56,1883877.69,495266,2100.45,235086,2050571.62,1317539.32,179734288,4.93,17973313.88,0.57,240778360,76458.06,279361,97.57,16047112.5,12573714999,781.56
14.9,10103701,3.08312E+11,64614,0,0.95,285532.1,94138,2047186.3,479430,2225.86,274282,1958064.63,1249509.75,179454927,4.64,15357872.53,0.59,221944104.7,78065.94,282685,100.43,16045450,12472128285,776.75
9.68,10076772,2.86766E+11,87545,0,0.9,273363.43,94016.66,1655833.79,495472,2059.91,278259,1981473.29,1354213.25,179172242,4.95,14993051.05,0.67,211719980.8,73438.2,286328,94.82,16043862.5,12425971506,774.89
8.69,10049437,2.86766E+11,103040,0,0.81,256895.58,93891.34,1566232.61,498359,1639.08,281967,2537426.23,1739710.08,178885914,6.2,20077997.9,0.9,200234698.5,76116.78,291757,97.65,16042125,12503873910,778.49
8.69,10021491,2.86766E+11,86294,0,0.8,276318.05,93746.28,1692640.28,498688,1722.19,287506,2223811.75,1520295.44,178594157,5.9,19721035.41,0.73,214657678,72345.24,268662,93.12,16039900,12460596315,777
6.09,9994601,2.86766E+11,86294,0,0.8,276318.05,93746.28,1692640.28,498688,1722.19,287506,2223811.75,1520295.44,178594157,5.9,19721035.41,0.73,214657678,72345.24,268662,93.12,16039900,12460596315,777
12.8,9971346,2.86766E+11,90112,0,0.89,193275.66,93491.64,1170744.74,454665,1895.76,228523,1881686.87,1287818,178092651,5.36,11258173.04,0.89,149402091.3,67129.09,250241,86.84,16035612.5,12395528463,773.4
12.28,9946870,2.86766E+11,96504,0,0.93,278051.52,93373.04,1526017.12,465342,1991.22,247017,1924452.48,1312529.71,177842410,5.11,16139725.07,0.64,214235918,74201.93,268815,96.3,16033962.5,12354007767,770.02
8.76,9919854,2.86766E+11,107989,0,0.85,283650.69,93247.45,1425236.29,500354,1800.7,264834,2238066.96,1516416,177573595,5.59,18396293.92,0.72,217843730.6,73911.51,282711,96.23,16032275,12312787200,769.72
9.06,9891997,2.86766E+11,110675,0,0.88,294814.12,93113.97,1551778.12,539249,1779.2,279248,2494660.62,1686375.17,177290884,5.64,23775580.35,0.77,225933753.5,82576.61,311361,107.75,16030312.5,12284990288,766.11
12.53,9864913,2.86766E+11,109653,0,0.96,290179.85,92959.12,1651414.71,540804,2131.74,306943,2138280.53,1435055.31,176979523,4.71,20977699.21,0.68,219286012.9,90287.85,319762,119.47,16028137.5,12112303227,756.62
9.31,9838510,2.86766E+11,104664,0,0.88,276149.23,92814.71,1721222.67,548221,1828.95,316624,2166790.94,1450084.71,176659761,5.45,26745481.44,0.72,208779869.8,80234.83,278001,106.12,16026262.5,12116495501,754.63
13.79,9812599,2.86766E+11,86087,0,0.85,131451.42,92680.54,916341.42,457491,1659.79,274820,2109770.13,1422187.52,176381760,6.05,11710058.47,1.47,100618181.3,70908.95,245650,92.63,16024362.5,12265688032,764.81
8.41,9790842,2.86766E+11,103329,0,0.88,202377.73,92553.7,1235161.95,492197,1674.34,242653,2451895.01,1648884.64,176136110,5.97,15079718.4,1.11,154632778.5,77275.43,287988,101.13,16022512.5,12242481351,764.33
29.25,9769214,2.8618E+11,107283,0,0.97,297726.02,92402.2,1792011.06,513735,2210.15,284484,2052749.31,1419702.79,175848122,4.67,33314155.04,0.64,230344673.9,93878.44,318263,121.34,16020362.5,12394634059,772.43
9.03,9746096,2.81801E+11,90395,0,0.89,259387.11,92261.55,1513280.75,485327,1641.65,315002,2045226.33,1391603.68,175529859,6.05,26804422.49,0.74,195432627.8,77382.51,239682,102.7,16018575,12069035148,752.24
18.45,9722320,2.81801E+11,99847,0,0.91,276016.41,92130.22,1366660.38,500015,2060.94,236205,1989192.73,1321104.2,175290177,4.73,21330877.48,0.67,204169344,73650.25,292654,99.56,16016750,11847589975,742.69
9.65,9697458,2.81801E+11,108762,0,0.9,307376.63,92000.68,1427319.39,506247,1947.94,289146,2115268.33,1388629.47,174997523,4.94,18774731.95,0.64,224707688.3,74956.15,294140,102.53,16014975,11707747474,732.71
9.76,9672050,2.81801E+11,88951,0,0.9,271509.89,91863.91,1514724.19,515310,1820.3,290723,2297377.53,1511320.32,174703383,5.29,17786517.74,0.79,198614920.8,80156.94,298530,109.57,16013112.5,11713912056,733.05
12.65,9649024,2.81801E+11,77154,0,0.82,179648.58,91714.82,950718.26,454515,1648.53,295352,2017209.53,1303985.32,174404853,5.72,11359826.8,1.04,129855387.8,58660.41,237389,81.15,16011062.5,11573276307,727.96
13.75,9628505,2.81801E+11,100564,0,0.94,250151.83,91596.52,1213751.25,481755,1814.11,234044,2157293.53,1424452.54,174167464,5.31,12319132.96,0.81,183108642,75125.33,279374,102.63,16009262.5,11718620057,733.67
12.96,9606933,2.81801E+11,95448,0,0.94,263360.15,91451.19,1465067.39,523079,2074.91,274803,2129276.73,1450482.78,173888090,4.78,14432748.7,0.77,194997124.2,102231.03,315387,138.07,16007350,11852162087,739.78
19.27,9583811,2.81801E+11,120664,0,0.95,342722.47,91307.89,1901222.46,489272,2033.32,311945,2297377.53,1540282.37,173572703,4.83,16755125.57,0.63,252699561,101154.12,333466,137.18,16005450,11801298449,737.45
20.3,9559978,2.81801E+11,89131,0,0.95,278393.6,91151.71,1723439.7,505599,1883.83,329909,2059234.73,1371590,173239237,5.2,19866229.88,0.69,206011265.5,80623.34,276924,108.95,16003425,11842534500,741.63
18.62,9537568,2.81801E+11,83961,0,0.95,298362.35,91011.9,1711822.46,515387,2131.6,273901,1877125.54,1264052.4,172962313,4.65,25591017.7,0.59,223163107.2,75933.68,285635,101.52,16001587.5,11968547387,748.74
17.3,9515530,2.81801E+11,83383,0,0.92,261528.29,90883.41,1566281,490392,2052.95,282436,1961175.94,1300552,172676678,4.74,18741837.41,0.7,193256336.4,70565.53,287414,95.49,15999912.5,11823135342,738.53
11.15,9494407,2.81801E+11,72945,0,0.9,176064.91,90754.19,1177096.43,438202,1911.13,283934,1807083.54,1177092.75,172389264,4.99,26489236.67,0.95,128523869.5,53800.79,246537,73.7,15998175,11678347787,729.06
11.5,9475770,2.81801E+11,85189,0,0.85,201492.26,90637.69,1119382.03,476358,1758.87,242796,1989192.73,1337807.52,172142727,5.57,15115192.24,0.91,151778077,54346.55,249760,72.14,15996575,12049740050,750.03
8.98,9456182,2.72435E+11,89646,0,0.93,265255.37,90516.59,1605921.95,488365,1864.35,245559,2073243.13,1385428,171892967,5.24,22349404.15,0.72,198644445.3,62564.85,275925,83.54,15994800,11978185824,747.52
9.73,9435917,2.5462E+11,92244,0,0.89,339167.23,90378.59,1604094.5,484633,1745.03,272098,2012500.86,1467356.7,171617042,5.51,36131321.21,0.61,249776321.2,65570.15,277460,89.03,15992950,11777848098,736.96
10,9414977,2.5462E+11,95492,0,0.79,365762.72,90235.75,1959594.27,494246,1692.94,273640,2177044.96,1590935.5,171339582,5.66,44865031.15,0.6,270653443.7,59006.83,291186,79.74,15990962.5,11832832521,736.91
8.08,9394920,2.5462E+11,92112,0,0.85,267596.06,90099.65,1759582.23,514795,1797.12,286128,1974529.15,1389794.85,171048396,5.16,22288622.3,0.75,190622060.2,58027.08,280352,81.45,15988825,11389639489,710.91
11.72,9374635,2.5462E+11,84412,0,0.79,238427.33,89966.36,1547251.34,486756,1572.7,275530,2177044.96,1523261.75,170768044,5.82,20324888.37,0.93,168532361.9,56142.37,270506,79.42,15986875,11300322594,706.46
8.33,9355461,2.5462E+11,66104,0,0.77,177264.2,89830.44,1131283.72,411263,1547.74,266080,1809985.05,1259145.88,170497538,5.88,19900672.85,1.04,124728414.9,44437.7,221328,63.15,15984725,11247332052,701.9
6.46,9338686,2.5462E+11,76245,0,0.71,169726.19,89719.87,950069.93,450559,1362.41,216563,2126416.01,1478735.97,170276210,6.65,13568553.68,1.27,119400679.1,46356.72,228886,65.89,15982950,11243845496,703.71
6.96,9320717,2.5462E+11,86458,0,0.75,213426.02,89600.52,1395606.56,444226,1562.07,224529,2063129.82,1459015.6,170047324,5.93,14008613.89,0.98,152755406.9,52065.08,254619,72.74,15980850,11437973771,715.45
11.47,9300889,2.5462E+11,85819,0,0.8,262443.61,89477.49,1759909,474281,1615.32,250080,2126416.01,1501227,169792705,5.74,18345512.55,0.83,187613066,58828.7,271374,82.29,15978812.5,11422773692,713.69
9.3,9282480,2.5462E+11,87168,0,0.89,399624.83,89342.33,2694658.1,474975,1837.38,266380,1860614.01,1334964.94,169521331,5.15,40308934.74,0.48,289544177.6,60667.17,270095,83.73,15976712.5,11575767275,720.93
12.14,9263916,2.5462E+11,91520,0,0.86,294404.74,89211.23,3497745.19,503015,1751.83,265464,2139073.24,1507321.19,169251236,5.29,21720391.23,0.74,209569075.1,63535.53,296060,89.25,15974875,11371555020,708.97
11.53,9245471,2.5462E+11,70065,0,0.88,270740.91,89064.83,4470465.95,483846,1878.63,289968,1847956.77,1294398.35,168955176,4.92,13568019.08,0.7,190875055,64349.7,274281,91.27,15972762.5,11260957290,703.81
11.04,9226751,2.5462E+11,68052,0,0.73,236685.84,88935.37,5461737.25,429823,1483.24,268563,1949214.67,1379564,168680895,6.24,15385463.92,0.84,169183042.9,51302.19,228420,71.77,15970937.5,11416026125,712
8.76,9210781,2.53968E+11,77778,0,0.79,173724.65,88822.56,5873497.85,426001,1624.37,222005,1885928.48,1325997.44,168452475,5.67,14017411.02,1.11,123153407.3,52860.33,242032,74.56,15969025,11320441823,704.79
12.5,9194097,2.53618E+11,77281,0,0.95,280307.05,88704.44,5890890.01,453192,2138.3,236682,1462462.04,1036526.64,168210443,4.37,29358873.29,0.54,198460199.9,59713.46,248043,84.33,15967187.5,11304928422,703.69
11.69,9176966,2.53618E+11,82509,0,0.83,295884.41,88593.53,6819766.2,457533,1752.16,243410,1966759.3,1348852.25,167962400,5.12,56296677.02,0.68,204145450.3,54663.4,273338,79.22,15965737.5,11015560588,686.17
8.98,9157725,2.53618E+11,79306,0,0.9,228569.33,88463.48,4781474.41,461830,2018.18,267456,1676788.37,1230807.01,167689062,4.8,24177015.54,0.76,169116165.3,58839.31,268418,79.52,15963800,11811455982,733.33
11.77,9145528,2.53618E+11,73951,0,0.85,287696.45,88343.29,1846449.78,446989,1712.84,264422,1815470.12,1321902,167420644,5.59,41882993.08,0.65,211281401.1,57930.91,246650,78.88,15962137.5,11722434159,728.2
12.89,9126826,2.53618E+11,72010,0,0.81,294128.47,88219.87,1806193.77,458880,1644.74,242315,1853292.41,1298202.25,167173994,5.58,23116856.38,0.65,207351752.7,53794.58,241778,76.3,15960337.5,11251559127,702
8.75,9108907,2.53618E+11,64057,0,0.62,255376.93,88100.66,1345052.92,360327,1238.68,236627,2130655.91,1487565.84,166932216,7.31,21222263.79,0.85,179744501.4,44319.17,209337,62.96,15958500,11232230640,698
7.96,9091440,2.53618E+11,71475,0,0.77,233724.65,87994.67,1503224.75,416457,1541.53,202975,1878507.28,1338194.47,166722879,6.03,29728643.8,0.82,167480078,52426.65,229689,73.16,15956400,11433877548,714.89
8.19,9073828,2.53618E+11,80533,0,0.81,281829.12,87879.49,1564832.96,434269,1650.5,223780,1916329.57,1318835.89,166493190,5.45,22221917.84,0.7,194600192,56748.55,250876,82.18,15954537.5,11016448598,687.68
12.44,9054910,2.53618E+11,87843,0,0.97,413239.09,87755.38,3492141.35,457806,2014.74,245721,2042403.89,1402328.39,166242314,4.48,26863753.64,0.51,283234072.6,76108.16,326388,111.04,15952637.5,10933937743,682.22
19.88,9035936,2.53618E+11,70691,0,0.97,262305.91,87597,2207786.45,431781,1625.35,321760,1752432.96,1204154.59,165915926,5.55,32748237.89,0.71,176802053,84297,225924,125.06,15950612.5,10751191343,672.22
12.15,9017643,2.53618E+11,73662,0,0.94,297524.65,87461.54,3108006.83,432977,1705.25,221026,1752432.96,1158039.29,165690002,5.09,23862151.32,0.61,195708742.5,65181.3,237030,99.09,15948887.5,10491018709,655.31
9.13,8999227,2.53618E+11,78539,0,0.88,316549.22,87330.33,3736942.23,433234,1587.27,231657,1802862.69,1173414.58,165452972,5.39,17690445.87,0.59,207336575.3,53149.62,226980,81.14,15947150,10445223779,651.39
9.28,8982024,2.53618E+11,54563,0,0.79,158618.72,87203.58,1877896.51,376683,1330.4,222000,1815470.12,1186462.78,165225992,6.42,11562593.89,1.17,104494840.8,44466.48,191578,67.49,15945362.5,10504485908,653
7.9,8966606,2.57535E+11,65454,0,0.79,192181.57,87089.48,1351493.21,392804,1454.41,187498,1878507.28,1237419.9,165034414,5.91,22686988.34,1,127614330.1,44243.56,216708,66.62,15943562.5,10587003807,655.48
6.7,8951582,2.58523E+11,75336,0,0.79,249142.28,86971.2,3172355.53,453739,1618.01,212078,2107602.62,1302488,164817706,5.09,16705327.88,0.85,158295045,48338.88,265355,76.08,15941700,10128718512,631.92
13.41,8935190,2.58523E+11,74623,0,0.97,290684.88,86841.46,2465644.96,415474,2017.76,260621,1722065.56,1065517.32,164552351,4.12,12216884.5,0.6,183925044.7,56514.57,270380,89.31,15939650,10085494745,630.22
10.25,8918780,2.58523E+11,65497,0,0.8,244660.6,86710.48,1956770.55,406991,1595.43,265025,1619255.67,998480.54,164281971,5.14,20346645.9,0.66,154515407.9,39825.4,201025,63.05,15937975,10065628111,629.25
9.11,8902585,2.58523E+11,75241,0,0.84,339498.16,86608.56,2509108.68,435277,1622.71,195522,1991941.5,1239301.7,164080946,5.11,14579936.51,0.59,216932535.9,49355.05,251521,77.24,15936412.5,10183048859,636.29
11.26,8886648,2.58523E+11,66966,0,0.92,254761.97,86478.07,1887070.93,435282,1897.85,246870,1606404.44,1001040.49,163829425,4.4,15611329.76,0.64,162800543.7,46292.05,237232,72.44,15934475,10182607559,638.18
8.28,8871122,2.58523E+11,55967,0,0.75,183192.39,86361.86,2461115.97,383032,1522.12,233318,1670660.61,1047566.76,163592193,5.47,6985758.74,0.91,118023531.2,37076.17,197876,57.54,15932912.5,10264938207,641.42
10.21,8856888,2.58523E+11,65668,0,0.78,202679.11,86263.21,3408105.66,384627,1482.02,193764,1824875.44,1135929.6,163394317,5.58,6525990.94,0.9,129633563.7,40039.36,210448,62.6,15931287.5,10189651485,637.94
10.23,8842084,2.58523E+11,73587,0,0.85,237995.08,86152.21,2021409.06,423263,1762.67,206188,1747768.03,1090902.33,163183869,4.72,12472092.76,0.74,152633388.5,43619.1,239724,68.01,15929512.5,10216074252,639.56
10.06,8827132,2.58523E+11,79464,0,0.91,259949.23,86035.43,2088161.19,400731,1794.55,235124,1644958.14,1020493.4,162944145,4.62,14355952.05,0.64,165694238.8,42783.63,229703,67.12,15927812.5,10152546966,635.96
9.51,8811616,2.58523E+11,51374,0,0.86,456876.35,85918.69,2714191.17,400579,1625.26,225582,1863429.15,1156671.17,162714442,5.08,14634705.6,0.41,291240400.9,44008.04,235664,69.03,15926212.5,10152323420,635.01
10.96,8796190,2.58523E+11,85676,0,0.92,304140.41,85793.2,2864039.24,444786,1896.15,231243,1786321.73,1114413.27,162478778,4.42,29027519.15,0.59,194960089.5,51765.57,263565,80.75,15924412.5,10207866901,639.3
11.25,8780464,2.58523E+11,52990,0,0.85,237992.23,85664.89,2601110.01,421619,1798.19,258548,1606404.44,969459.85,162215213,4.49,13372142.53,0.68,147286256.4,42296.78,224774,68.34,15922675,9854065877,617.54
7.16,8765726,2.58523E+11,57362,0,0.68,192461.47,85557.69,2698212.13,410522,1315.92,220329,2056197.68,1232591.35,161990439,6.01,6954834.42,1.06,118494680.5,35878,210548,58.27,15921125,9802318240,615.65
6.34,8751604,2.5054E+11,72829,0,0.76,213666.13,85448.53,2376975.88,439803,1483.26,202451,2171858.8,1311355.5,161779891,5.39,7779460.19,1.02,132635392,41907.55,250672,67.51,15919125,9881956035,618.04
8.65,8738021,2.41227E+11,74407,0,0.86,232121.37,85319.88,2375918.79,471181,1864.02,241852,1726771.55,1116457.9,161529219,4.32,15826419.3,0.8,143894359.7,45091.12,268419,72.73,15917012.5,9867115219,617.21
8.46,8724302,2.41227E+11,79449,0,0.82,240794.15,85194.83,2291725,497719,1704.88,262224,1930626.53,1237023.86,161260800,4.67,10859575.08,0.86,147862058.6,47728.73,274486,77.72,15915225,9772903064,612.08
8.21,8709911,2.41227E+11,79463,0,0.78,243264.07,85061.62,2302843.29,470499,1597.67,269284,2002575.35,1281294.75,160986314,4.96,11326509.25,0.88,149242509.6,44649.57,266811,72.77,15913212.5,9762755869,612.35
9.21,8695382,2.41227E+11,75200,0,0.82,275755.56,84929.87,1906791.15,477181,1675.07,261818,1894652.12,1206349.75,160719503,4.72,12709516.17,0.74,168434258.2,43389.51,264662,71.03,15911125,9718674261,609.62
8.76,8679314,2.41227E+11,66808,0,0.86,250145.18,84799.69,2004659.2,469732,1715.87,259375,1822703.31,1164434,160454841,4.64,11646426.4,0.78,153303975.3,46374.41,260813,75.66,15909150,9750081669,611.85
8.76,8664649,2.41227E+11,53426,0,0.71,161729.5,84668.14,1420395.18,396449,1366.54,255570,1690797.15,1074561,160194028,5.74,9087020.02,1.12,98603245.04,32570.7,192683,53.42,15907262.5,9698339801,610.51
7.68,8651037,2.41227E+11,57964,0,0.71,168997.84,84566.83,1536124.18,391458,1362.61,188141,1882660.65,1205132,160001345,5.8,7094655.17,1.19,103778194.3,36068.08,213930,58.73,15905500,9767249440,614.82
9.28,8638044,2.41227E+11,73163,0,0.84,250909.16,84455.16,2464312.41,442960,1767.2,208930,1702788.62,1084454,159787415,4.48,12885196.88,0.73,153295465.5,41820.63,250943,68.45,15903537.5,9716425271,609.39
9.34,8622584,2.41227E+11,72151,0,0.83,254451.07,84335.4,1838851.92,440834,1697.41,245515,1714780.09,1083864.35,159536472,4.63,12937983.99,0.72,154115925.8,41513.03,242730,68.53,15901762.5,9631379511,606.36
9.05,8608331,2.41227E+11,69454,0,0.78,248972.3,84216.31,2545689.05,433852,1587.8,237287,1774737.43,1119367.31,159293742,4.92,9494530.32,0.76,150481350,39132.1,234995,64.74,15899975,9610103890,605.67
7.13,8594507,2.41227E+11,67693,0,0.76,244254.97,84100.53,1775280.08,425011,1437.91,230695,2026558.28,1276511.72,159058747,5.4,12980365.42,0.89,147525117.8,38434.98,243008,63.63,15898125,9602149538,605.96
6.95,8581092,2.41227E+11,64288,0,0.77,249096.67,83971.71,2278155.6,430205,1508.29,238511,1834694.78,1165493.71,158815739,5.2,14621404.89,0.79,151722294.1,36865.54,230769,60.52,15896037.5,9682117481,608.14
6.06,8567518,2.34689E+11,52246,0,0.57,256012.68,83853.78,1861238.25,374974,1060.74,227516,2230413.26,1395674.25,158584970,7.22,6562797.42,0.92,153681855.5,30018.41,197298,50,15894125,9541084296,601.74
7,8555129,2.25833E+11,57430,0,0.63,168229.27,83747.5,2031871.05,369379,1260.53,193345,1874777.56,1258908.62,158387672,6.15,6905876.28,1.27,101454030.9,35867.01,210510,59.47,15891812.5,9583875364,603.88
